,Название,Год,Топливо,Объем двигателя,Мощность,Коробка передач,Привод,Цвет,Пробег,Руль,Оценка Drom,Цена
1072,Ford Focus,2007,бензин,1.8,125.0,механика,передний,черный,154280.0,левый,8.5,429000
1073,Honda CR-V,2002,бензин,2.0,150.0,автомат,4WD,серый,295057.0,левый,8.6,650000
1074,Kia Rio,2017,бензин,1.6,123.0,автомат,передний,серый,31485.0,левый,8.7,1230000
1075,BMW i7,2022,электро,0.0,544.0,автомат,4WD,черный,4200.0,левый,8.602,26690000
1076,Ford Focus,2012,бензин,1.6,105.0,робот,передний,белый,192252.0,левый,8.5,695700
1077,Volkswagen Golf,2008,бензин,1.6,102.0,механика,передний,черный,178430.0,левый,8.7,528000
1078,Mercedes-Benz A-Class,2014,бензин,1.6,156.0,робот,передний,черный,174610.0,левый,8.6,1298000
1079,BMW 5-Series,2018,дизель,2.0,190.0,автомат,задний,черный,355559.0,левый,8.9,2228000
1080,Volkswagen Polo,2021,бензин,1.6,110.0,автомат,передний,серый,43760.0,левый,8.6,1615000
1081,Lifan X60,2013,бензин,1.8,128.0,механика,передний,серый,121511.0,левый,8.6,415000
1082,Kia Ceed,2011,бензин,1.6,125.0,механика,передний,серый,192223.0,левый,8.8,697000
1083,BMW iX,2022,электро,0.0,523.0,автомат,4WD,черный,10800.0,левый,8.602,10900000
1084,BMW 1-Series,2017,бензин,1.5,136.0,автомат,задний,коричневый,74000.0,левый,8.9,1880000
1085,Kia Rio X (X-Line),2021,бензин,1.6,123.0,автомат,передний,красный,12664.0,левый,8.602,1990000
1086,Lexus IS250,2008,бензин,2.5,208.0,автомат,задний,бежевый,222222.0,левый,8.602,1100000
1087,BMW X5,2004,бензин,3.0,231.0,автомат,4WD,белый,233000.0,левый,8.602,1450000
1088,Mazda CX-5,2012,бензин,2.0,150.0,автомат,4WD,серый,233709.0,левый,8.602,1498000
1089,Toyota RAV4,2014,бензин,2.5,179.0,автомат,4WD,коричневый,179809.0,левый,8.7,1948000
1090,Toyota Pixis Space,2013,бензин,0.7,52.0,вариатор,передний,серебристый,49000.0,правый,8.6,680000
1091,Ford Mondeo,2010,бензин,2.3,161.0,автомат,передний,серебристый,250000.0,левый,8.6,650000
1092,Volkswagen Tiguan,2018,бензин,1.4,150.0,робот,4WD,белый,106540.0,левый,8.602,2345000
1093,Mercedes-Benz S-Class,2016,бензин,3.0,367.0,автомат,4WD,белый,108577.0,левый,8.602,5295000
1094,Mercedes-Benz SLK-Class,2005,бензин,3.5,272.0,автомат,задний,серебристый,119000.0,левый,8.9,1495000
1095,Mitsubishi Galant,2001,бензин,2.4,147.0,автомат,передний,черный,307444.0,левый,8.3,240000
1096,Toyota Land Cruiser,2022,бензин,4.0,228.0,механика,4WD,серый,0.0,левый,8.602,7190000
1097,RAM 1500,2022,бензин,3.6,305.0,автомат,4WD,серый,0.0,левый,8.602,9350000
1098,Chery Tiggo 7 Pro,2022,бензин,1.5,147.0,вариатор,передний,белый,9456.0,левый,8.602,2530000
1099,Лада 4x4 2121 Нива,2017,бензин,1.7,83.0,механика,4WD,оранжевый,47600.0,левый,8.602,1288000
1100,Toyota Camry,2010,бензин,2.5,179.0,автомат,передний,серый,188000.0,левый,8.8,1100000
1101,Лада Нива Легенд,2021,бензин,1.7,83.0,механика,4WD,коричневый,993.0,левый,8.602,890000
1102,Mercedes-Benz Vito,2013,дизель,2.1,163.0,автомат,задний,черный,102230.0,левый,8.5,2500000
1103,Volvo V90,2020,бензин,2.0,300.0,автомат,4WD,серый,20200.0,левый,8.7,6100000
1104,Лада 2112,2006,бензин,1.6,89.0,механика,передний,серый,256853.0,левый,7.8,173000
1105,Skoda Fabia,2013,бензин,1.6,105.0,механика,передний,бежевый,163338.0,левый,8.5,700000
1106,Лада 2107,1987,бензин,1.5,71.0,механика,задний,бежевый,200000.0,левый,7.6,43000
1107,Лада Веста Кросс,2019,бензин,1.6,106.0,механика,передний,коричневый,65000.0,левый,8.7,1070000
1108,Toyota Camry,2006,бензин,2.4,167.0,автомат,передний,синий,180372.0,левый,8.8,749000
1109,SsangYong Kyron,2010,дизель,2.0,141.0,автомат,4WD,белый,163264.0,левый,8.1,699000
1110,Skoda Superb,2014,бензин,1.8,152.0,робот,передний,коричневый,154497.0,левый,8.602,949000
1111,Skoda Octavia,2012,бензин,1.4,122.0,робот,передний,белый,160353.0,левый,8.8,699000
1112,Mazda Mazda5,2007,бензин,1.8,115.0,механика,передний,черный,166342.0,левый,8.7,649000
1113,Hyundai H1,2016,дизель,2.5,170.0,автомат,задний,черный,139384.0,левый,8.5,1899000
1114,Volkswagen Tiguan,2013,бензин,2.0,170.0,автомат,4WD,черный,133633.0,левый,8.602,1199000
1115,Volkswagen Passat,2008,бензин,1.8,160.0,механика,передний,бежевый,169386.0,левый,8.6,699000
1116,Opel Astra,2013,бензин,1.4,140.0,автомат,передний,черный,145651.0,левый,8.6,749000
1117,Ford Focus,2017,бензин,1.6,125.0,механика,передний,белый,169589.0,левый,8.5,1078000
1118,Nissan Teana,2010,бензин,2.5,182.0,вариатор,передний,черный,163514.0,левый,8.602,799000
1119,Mercedes-Benz GLK-Class,2012,бензин,3.5,249.0,автомат,4WD,серый,143264.0,левый,8.602,1399000
1120,Volkswagen Passat,2017,бензин,1.8,180.0,робот,передний,синий,122950.0,левый,8.6,1924000
1121,Haval F7,2021,бензин,1.5,150.0,робот,4WD,синий,33700.0,левый,8.602,2397000
1122,Infiniti FX35,2007,бензин,3.5,280.0,автомат,4WD,оранжевый,137624.0,левый,8.602,849000
1123,Lexus NX200t,2015,бензин,2.0,238.0,автомат,4WD,серый,64668.0,левый,8.602,3117000
1124,Toyota Land Cruiser,2021,бензин,3.4,415.0,автомат,4WD,черный,19000.0,левый,8.602,9300000
1125,Mitsubishi Pajero,2018,бензин,3.0,174.0,автомат,4WD,бежевый,64019.0,левый,8.4,3397000
1126,Mazda CX-5,2018,бензин,2.5,194.0,автомат,4WD,белый,89645.0,левый,8.602,2597000
1127,Mercedes-Benz M-Class,2012,бензин,3.5,306.0,автомат,4WD,серебристый,145000.0,левый,8.8,2287000
1128,Toyota Land Cruiser,2017,дизель,4.5,249.0,автомат,4WD,белый,137540.0,левый,8.602,5670000
1129,Skoda Rapid,2015,бензин,1.6,110.0,механика,передний,белый,71329.0,левый,8.602,1157000
1130,Mercedes-Benz E-Class,2018,бензин,2.0,184.0,автомат,4WD,черный,64632.0,левый,8.9,3677000
1131,Volvo XC90,2021,бензин,2.0,249.0,автомат,4WD,белый,27228.0,левый,8.9,5797000
1132,Renault Arkana,2021,бензин,1.3,150.0,автомат,4WD,серебристый,63789.0,левый,8.7,1977000
1133,Hyundai Tucson,2023,бензин,2.0,150.0,автомат,4WD,синий,0.0,левый,8.6,3500000
1134,Cadillac Escalade,2022,бензин,6.2,685.0,автомат,4WD,черный,38.0,левый,8.602,23500000
1135,Hyundai Creta,2019,бензин,1.6,123.0,автомат,передний,белый,38500.0,левый,8.602,2000000
1136,Renault Duster,2015,бензин,1.5,114.0,механика,передний,зеленый,109718.0,левый,8.3,1088000
1137,Infiniti QX50,2020,бензин,2.0,272.0,автомат,4WD,белый,32000.0,левый,8.602,3200000
1138,Jaguar XF,2012,дизель,3.0,275.0,автомат,задний,черный,149000.0,левый,8.602,1680000
1139,Renault Logan,2006,бензин,1.4,75.0,механика,передний,серебристый,240000.0,левый,8.0,190000
1140,Ford Mustang,2011,бензин,5.0,412.0,механика,задний,черный,25000.0,левый,8.9,4100000
1141,Mitsubishi ASX,2013,бензин,1.6,117.0,механика,передний,черный,175820.0,левый,8.7,1000000
1142,Mercedes-Benz S-Class,2022,бензин,4.0,503.0,автомат,4WD,черный,26.0,левый,8.602,28800000
1143,Skoda Kodiaq,2020,дизель,2.0,150.0,робот,4WD,черный,35089.0,левый,8.602,2979000
1144,Nissan Fuga,2006,бензин,4.5,333.0,автомат,задний,серый,101000.0,правый,8.602,600000
1145,Ford Focus,2017,бензин,1.6,110.0,механика,передний,белый,80151.0,левый,8.5,1198000
1146,Volkswagen Passat,2010,бензин,1.8,152.0,робот,передний,черный,172000.0,левый,8.6,750000
1147,Audi A3,2016,бензин,1.4,150.0,робот,передний,черный,47916.0,левый,8.602,1783000
1148,Лада Ларгус,2019,бензин,1.6,106.0,механика,передний,белый,46000.0,левый,8.3,990000
1149,Skoda Octavia,2011,бензин,1.8,152.0,автомат,передний,черный,219963.0,левый,8.8,787000
1150,Hyundai Creta,2020,бензин,2.0,149.0,автомат,передний,синий,52765.0,левый,8.602,2023000
1151,Skoda Rapid,2020,бензин,1.6,110.0,автомат,передний,черный,62281.0,левый,8.602,1599000
1152,Honda Civic,2000,бензин,1.6,125.0,механика,передний,серый,160000.0,левый,8.7,400000
1153,Hyundai Creta,2019,бензин,1.6,123.0,автомат,передний,белый,65825.0,левый,8.602,1650000
1154,Hyundai Creta,2021,бензин,1.6,123.0,автомат,передний,черный,26410.0,левый,8.602,2389000
1155,Kia K5,2021,бензин,2.0,150.0,автомат,передний,белый,29440.0,левый,8.602,2679000
1156,Volkswagen Polo,2017,бензин,1.6,110.0,автомат,передний,белый,179139.0,левый,8.6,943000
1157,Hyundai Creta,2017,бензин,1.6,123.0,автомат,передний,черный,68898.0,левый,8.602,1764000
1158,Renault Duster,2020,дизель,1.5,109.0,механика,4WD,белый,28542.0,левый,8.3,1877000
1159,Mazda CX-5,2018,бензин,2.0,150.0,автомат,4WD,красный,73610.0,левый,8.602,2049000
1160,Ford Explorer,2018,бензин,3.5,249.0,автомат,4WD,черный,90338.0,левый,8.7,2649000
1161,Nissan Murano,2017,бензин,3.5,249.0,вариатор,4WD,белый,95104.0,левый,8.9,2099000
1162,BMW 5-Series,2019,бензин,2.0,249.0,автомат,4WD,черный,92341.0,левый,8.9,2949000
1163,Nissan Teana,2008,бензин,2.5,182.0,вариатор,передний,черный,216800.0,левый,8.602,770000
1164,GMC Yukon,2022,бензин,6.2,426.0,автомат,4WD,черный,0.0,левый,8.6,13499000
1165,Kia Ceed,2015,бензин,1.6,130.0,автомат,передний,коричневый,105000.0,левый,8.8,1370000
1166,Skoda Rapid,2017,бензин,1.6,90.0,механика,передний,черный,134000.0,левый,8.602,850000
1167,Toyota Camry,2010,бензин,2.4,167.0,автомат,передний,черный,268000.0,левый,8.8,980000
1168,Nissan Stagea,2006,бензин,2.5,215.0,автомат,задний,белый,190000.0,правый,8.8,590000
1169,Toyota Camry,2010,бензин,2.4,167.0,автомат,передний,серебристый,161000.0,левый,8.8,1200000
1170,Hyundai Solaris,2015,бензин,1.6,123.0,автомат,передний,коричневый,128930.0,левый,8.8,1049700
1171,Ford Mondeo,2008,дизель,2.0,140.0,автомат,передний,белый,330000.0,левый,8.6,630000
1172,Mercedes-Benz M-Class,2007,дизель,3.0,224.0,автомат,4WD,синий,205000.0,левый,8.8,1050000
1173,Kia Mohave,2023,дизель,3.0,249.0,автомат,4WD,черный,55.0,левый,8.8,6550000
1174,Volkswagen Polo,2011,бензин,1.6,105.0,механика,передний,серебристый,71700.0,левый,8.6,760000
1175,Mercedes-Benz C-Class,2014,бензин,1.6,156.0,автомат,задний,черный,148766.0,левый,8.602,1760000
1176,Audi A4,2009,дизель,2.0,143.0,вариатор,передний,синий,143449.0,левый,8.8,750000
1177,Mazda Mazda3,2008,бензин,2.0,150.0,автомат,передний,синий,209000.0,левый,8.8,697000
1178,Лада 4x4 Урбан,2021,бензин,1.7,83.0,механика,4WD,черный,8784.0,левый,8.2,997000
1179,Mercedes-Benz G-Class,2023,бензин,4.0,585.0,робот,4WD,серый,0.0,левый,8.9,27700000
1180,Hyundai Tucson,2023,бензин,2.0,150.0,автомат,передний,белый,42.0,левый,8.6,3200000
1181,Mercedes-Benz G-Class,2002,бензин,6.3,444.0,автомат,4WD,черный,160000.0,левый,8.9,3350000
1182,BMW X1,2018,бензин,2.0,231.0,автомат,передний,серый,62420.0,левый,8.8,2470000
1183,Mercedes-Benz S-Class,1997,бензин,4.2,279.0,автомат,задний,серый,154000.0,левый,8.602,3850000
1184,Porsche Panamera,2018,бензин,4.0,550.0,робот,4WD,синий,68000.0,левый,8.602,10500000
1185,Hyundai Tucson,2023,бензин,2.0,150.0,автомат,передний,белый,0.0,левый,8.6,3200000
1186,BMW 3-Series,2007,бензин,3.0,306.0,автомат,задний,серебристый,199337.0,левый,8.8,1197000
1187,Nissan X-Trail,2019,бензин,2.0,144.0,вариатор,4WD,черный,84182.0,левый,8.5,2350000
1188,Mercedes-Benz G-Class,2013,бензин,5.5,544.0,автомат,4WD,черный,78396.0,левый,8.9,5650000
1189,Lexus LX450d,2017,дизель,4.5,272.0,автомат,4WD,синий,103552.0,левый,8.602,7800000
1190,Nissan Note,2018,бензин,1.2,79.0,автомат,4WD,серебристый,48000.0,правый,8.6,1250000
1191,УАЗ Патриот,2023,бензин,2.7,150.0,механика,4WD,белый,0.0,левый,8.1,1677000
1192,УАЗ Патриот,2023,бензин,2.7,150.0,механика,4WD,белый,0.0,левый,8.1,1555000
1193,Skoda Octavia,2021,бензин,2.0,190.0,робот,передний,белый,7789.0,левый,8.8,3149700
1194,Mercedes-Benz E-Class,2019,бензин,2.0,184.0,автомат,4WD,синий,41319.0,левый,8.9,4375700
1195,Audi A5,2012,бензин,1.8,170.0,вариатор,передний,белый,156033.0,левый,8.602,1398000
1196,Mazda Mazda5,2012,бензин,2.0,144.0,автомат,передний,черный,169000.0,левый,8.7,1100000
1197,Maybach 62,2007,бензин,6.0,612.0,автомат,задний,черный,149794.0,левый,8.602,9900000
1198,Nissan Patrol,2008,дизель,3.0,160.0,автомат,4WD,черный,234249.0,левый,8.8,1500000
1199,Mercedes-Benz GLS-Class,2020,бензин,4.0,558.0,автомат,4WD,черный,6676.0,левый,8.602,19900000
1200,Mazda Familia,2000,бензин,1.3,85.0,автомат,передний,белый,260000.0,правый,7.8,150000
1201,Volkswagen ID.6 Crozz,2022,электро,0.0,204.0,автомат,задний,синий,0.0,левый,8.602,4850000
1202,Volkswagen ID.4,2023,электро,0.0,313.0,автомат,4WD,синий,0.0,левый,8.602,5400000
1203,Volkswagen ID.4,2023,электро,0.0,313.0,автомат,4WD,белый,0.0,левый,8.602,5400000
1204,Volkswagen Tiguan,2019,бензин,1.4,150.0,робот,4WD,серебристый,73000.0,левый,8.602,2475000
1205,Opel Omega,1996,дизель,2.5,130.0,автомат,задний,черный,250000.0,левый,8.0,150000
1206,Mitsubishi Pajero Sport,2015,дизель,2.5,178.0,автомат,4WD,черный,149852.0,левый,8.6,1920000
1207,Kia Soul,2021,бензин,2.0,150.0,автомат,передний,красный,12772.0,левый,8.8,2299000
1208,Haval F7,2021,бензин,2.0,190.0,робот,4WD,белый,75983.0,левый,8.602,2249000
1209,Toyota Venza,2013,бензин,2.7,185.0,автомат,4WD,коричневый,131320.0,левый,8.602,1849000
1210,Toyota Hilux,2012,дизель,3.0,171.0,автомат,4WD,белый,130102.0,левый,8.6,2459000
1211,Toyota Land Cruiser Prado,2019,бензин,4.0,249.0,автомат,4WD,белый,17005.0,левый,8.602,6010000
1212,Nissan Juke,2011,бензин,1.6,117.0,механика,передний,белый,47263.0,левый,8.8,999000
1213,BMW X7,2019,дизель,3.0,249.0,автомат,4WD,белый,43995.0,левый,8.602,8790000
1214,BMW 3-Series,2022,бензин,2.0,245.0,автомат,4WD,серый,11812.0,левый,8.8,7120000
1215,Mercedes-Benz GLA-Class,2016,бензин,1.6,150.0,робот,передний,белый,83151.0,левый,8.602,1989000
1216,BMW X6,2022,дизель,3.0,340.0,автомат,4WD,черный,1800.0,левый,8.602,12190000
1217,BMW Z4,2019,бензин,2.0,197.0,автомат,задний,синий,21350.0,левый,8.9,4740000
1218,BMW X7,2019,дизель,3.0,400.0,автомат,4WD,черный,54210.0,левый,8.602,8800000
1219,Land Rover Range Rover Sport,2019,дизель,4.4,339.0,автомат,4WD,серый,103512.0,левый,8.602,8490000
1220,BMW X6,2020,дизель,3.0,249.0,автомат,4WD,черный,80793.0,левый,8.602,8500000
1221,Mercedes-Benz V-Class,2022,дизель,2.0,237.0,автомат,4WD,черный,3540.0,левый,8.9,15500000
1222,BMW X7,2023,бензин,3.0,381.0,автомат,4WD,серый,1490.0,левый,8.602,16000000
1223,Mitsubishi Galant,1997,бензин,1.8,150.0,автомат,передний,серый,395000.0,правый,8.3,200000
1224,Лада 2107,2011,бензин,1.6,74.0,механика,задний,белый,58000.0,левый,7.6,179000
1225,Hyundai Santa Fe,2023,дизель,2.2,199.0,робот,4WD,коричневый,63.0,левый,8.7,5100000
1226,Volkswagen Tiguan,2016,бензин,1.4,150.0,робот,передний,коричневый,44381.0,левый,8.602,1868600
1227,Ford Focus,2006,бензин,1.6,115.0,механика,передний,черный,226614.0,левый,8.5,389000
1228,BMW X5,2020,дизель,3.0,400.0,автомат,4WD,бордовый,76430.0,левый,8.602,8700000
1229,Peugeot 208,2013,бензин,1.6,120.0,автомат,передний,красный,89979.0,левый,8.8,777900
1230,Mitsubishi Pajero,2021,бензин,3.0,177.0,автомат,4WD,белый,9800.0,левый,8.4,3700000
1231,BMW 7-Series,2018,дизель,3.0,400.0,автомат,4WD,синий,84000.0,левый,8.602,5300000
1232,Mercedes-Benz GLA-Class,2016,бензин,2.0,211.0,робот,4WD,белый,99167.0,левый,8.602,2297000
1233,Ford Fusion,2007,бензин,1.4,80.0,робот,передний,белый,170000.0,левый,8.2,440000
1234,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,54246.0,левый,8.6,1380000
1235,Toyota Camry,2019,бензин,2.5,181.0,автомат,передний,белый,71000.0,левый,8.8,2399000
1236,Toyota Camry,2018,бензин,2.5,181.0,автомат,передний,черный,105000.0,левый,8.8,2499000
1237,Skoda Rapid,2018,бензин,1.4,125.0,робот,передний,белый,51000.0,левый,8.602,1099000
1238,ГАЗ 3110 Волга,1994,бензин,2.3,131.0,механика,задний,черный,200000.0,правый,7.7,90000
1239,Skoda Octavia,2018,бензин,1.8,180.0,робот,передний,белый,75000.0,левый,8.8,1499000
1240,Mercedes-Benz E-Class,2014,бензин,2.0,184.0,автомат,задний,синий,110000.0,левый,8.9,1749000
1241,Mazda Mazda6,2011,бензин,2.0,147.0,автомат,передний,серый,194000.0,левый,8.9,899000
1242,Mazda Mazda3,2006,бензин,1.6,105.0,автомат,передний,красный,170000.0,левый,8.8,449000
1243,Skoda Octavia,2012,бензин,1.8,152.0,механика,передний,серый,142000.0,левый,8.8,820000
1244,Kia Carnival,2016,дизель,2.2,202.0,автомат,передний,черный,112000.0,левый,8.6,2099000
1245,Hyundai Santa Fe,2013,дизель,2.0,150.0,автомат,4WD,серый,151000.0,левый,8.7,1499000
1246,Hyundai H1,2014,дизель,2.5,170.0,автомат,задний,серебристый,169000.0,левый,8.5,1549000
1247,Hyundai Solaris,2021,бензин,1.6,123.0,автомат,передний,черный,28000.0,левый,8.8,1349000
1248,Hyundai Elantra,2013,бензин,1.8,150.0,автомат,передний,белый,166000.0,левый,8.6,999000
1249,Ford Focus,2017,бензин,1.5,150.0,автомат,передний,синий,92000.0,левый,8.5,999000
1250,Audi A4,2006,бензин,1.8,163.0,вариатор,передний,черный,251000.0,левый,8.8,599000
1251,Jeep Wrangler,2019,бензин,2.0,272.0,автомат,4WD,серый,59404.0,левый,8.7,4830000
1252,Genesis G70,2019,бензин,2.0,197.0,автомат,4WD,белый,71342.0,левый,8.9,2295000
1253,Genesis G70,2019,бензин,2.0,197.0,автомат,4WD,белый,73613.0,левый,8.9,2070000
1254,Genesis G70,2019,бензин,2.0,197.0,автомат,4WD,белый,71805.0,левый,8.9,2095000
1255,Genesis G70,2019,бензин,2.0,197.0,автомат,4WD,белый,75741.0,левый,8.9,2295000
1256,Genesis G70,2019,бензин,2.0,197.0,автомат,4WD,белый,74985.0,левый,8.9,2295000
1257,Genesis G70,2019,бензин,2.0,197.0,автомат,4WD,белый,61833.0,левый,8.9,2370000
1258,Mitsubishi Pajero,2006,дизель,3.2,160.0,автомат,4WD,серебристый,223000.0,левый,8.4,980000
1259,Hyundai Creta,2019,бензин,1.6,123.0,автомат,передний,белый,124937.0,левый,8.602,1330000
1260,Hyundai Solaris,2019,бензин,1.6,123.0,автомат,передний,белый,103049.0,левый,8.8,1310000
1261,Hyundai Creta,2019,бензин,1.6,123.0,автомат,передний,белый,48345.0,левый,8.602,1320000
1262,Hyundai Creta,2019,бензин,1.6,123.0,автомат,передний,белый,68147.0,левый,8.602,1415000
1263,Hyundai Creta,2019,бензин,1.6,123.0,автомат,передний,белый,104351.0,левый,8.602,1295000
1264,Toyota Alphard,2008,бензин,2.4,159.0,автомат,передний,черный,205000.0,правый,8.602,1330000
1265,Suzuki Grand Vitara,2010,бензин,2.4,169.0,автомат,4WD,черный,191140.0,левый,8.4,1050000
1266,Mazda Mazda6,2016,бензин,2.0,150.0,автомат,передний,серый,148000.0,левый,8.9,1440000
1267,Nissan Pathfinder,2015,бензин,3.5,249.0,вариатор,4WD,черный,145000.0,левый,8.6,1799000
1268,Kia Venga,2012,бензин,1.6,125.0,автомат,передний,белый,94000.0,левый,8.8,889800
1269,Kia Rio,2012,бензин,1.6,123.0,автомат,передний,красный,106725.0,левый,8.7,829000
1270,Лада Х-рей Кросс,2021,бензин,1.6,113.0,вариатор,передний,оранжевый,44000.0,левый,8.5,1479000
1271,Porsche Macan,2016,бензин,3.0,360.0,робот,4WD,зеленый,132768.0,левый,8.602,3497000
1272,Land Rover Range Rover Velar,2018,бензин,2.0,249.0,автомат,4WD,серый,65822.0,левый,8.9,4195000
1273,Lexus RX450h,2022,бензин,3.5,262.0,вариатор,4WD,белый,14.0,левый,8.602,8249000
1274,Jaguar XJ,2014,бензин,3.0,340.0,автомат,4WD,белый,110000.0,левый,8.602,2000000
1275,Mercedes-Benz CLA-Class,2019,бензин,2.0,150.0,автомат,передний,белый,68000.0,левый,8.602,2990000
1276,Kia Magentis,2005,бензин,2.5,169.0,автомат,передний,черный,267000.0,левый,8.5,295000
1277,Nissan Qashqai,2019,бензин,2.0,144.0,вариатор,4WD,белый,56647.0,левый,8.6,2240000
1278,Nissan X-Trail,2016,бензин,2.0,144.0,вариатор,4WD,белый,139832.0,левый,8.5,1660000
1279,Hyundai Solaris,2021,бензин,1.6,123.0,автомат,передний,серый,67380.0,левый,8.8,1790000
1280,Opel Zafira,2012,бензин,1.8,140.0,робот,передний,серый,261259.0,левый,8.5,690000
1281,Mitsubishi Eclipse Cross,2021,бензин,2.0,150.0,вариатор,передний,красный,1174.0,левый,8.602,3500000
1282,Honda CR-V,2014,бензин,2.4,190.0,автомат,4WD,фиолетовый,205309.0,левый,8.6,1850000
1283,Mitsubishi ASX,2020,бензин,2.0,150.0,вариатор,4WD,серый,1286.0,левый,8.7,2800000
1284,Kia Picanto,2011,бензин,1.2,85.0,автомат,передний,красный,229882.0,левый,8.5,690000
1285,Audi A3,2010,бензин,1.6,102.0,робот,передний,черный,204691.0,левый,8.602,715000
1286,Skoda Octavia,2019,бензин,1.8,180.0,робот,передний,синий,69589.0,левый,8.8,1999000
1287,Kia Optima,2019,бензин,2.4,188.0,автомат,передний,черный,121521.0,левый,8.602,1950000
1288,MINI Countryman,2017,дизель,2.0,190.0,автомат,4WD,зеленый,64628.0,левый,8.9,2799000
1289,Kia Ceed,2018,бензин,1.6,130.0,автомат,передний,черный,194571.0,левый,8.8,1290000
1290,Kia Rio,2021,бензин,1.6,123.0,автомат,передний,белый,41634.0,левый,8.7,1690000
1291,Volvo V90,2018,дизель,2.0,235.0,автомат,4WD,белый,99000.0,левый,8.7,3900000
1292,Honda Odyssey,2022,бензин,2.0,215.0,автомат,передний,серебристый,0.0,левый,8.5,6900000
1293,Honda Odyssey,2022,бензин,2.0,215.0,автомат,передний,белый,0.0,левый,8.5,7410000
1294,Honda ZR-V,2022,бензин,1.5,182.0,автомат,передний,белый,0.0,левый,8.602,4500000
1295,Honda ZR-V,2022,бензин,1.5,182.0,автомат,передний,желтый,0.0,левый,8.602,4760000
1296,Honda CR-V,2023,бензин,1.5,193.0,автомат,4WD,белый,0.0,левый,8.6,5600000
1297,Cadillac SRX,2011,бензин,3.0,270.0,автомат,4WD,черный,131407.0,левый,8.9,1250000
1298,Infiniti G35,2007,бензин,3.5,316.0,автомат,4WD,черный,220898.0,левый,8.602,850000
1299,Nissan Pathfinder,2013,дизель,2.5,211.5,автомат,4WD,серый,231651.0,левый,8.6,1592000
1300,Hyundai Creta,2021,бензин,2.0,149.0,автомат,передний,серебристый,84000.0,левый,8.602,2100000
1301,Audi A4,2009,бензин,1.8,156.5,автомат,передний,черный,288790.0,левый,8.8,800000
1302,Kia Sorento,2006,дизель,2.5,199.0,автомат,4WD,серебристый,124292.0,левый,8.6,790000
1303,Hyundai Santa Fe,2023,дизель,2.2,199.0,робот,4WD,коричневый,0.0,левый,8.7,5100000
1304,Ford Focus,2018,бензин,1.6,110.0,автомат,передний,белый,85703.0,левый,8.5,1230000
1305,Chevrolet Cruze,2012,бензин,1.8,141.0,механика,передний,черный,143300.0,левый,8.5,780000
1306,Audi A6,2007,бензин,2.8,210.0,автомат,4WD,серебристый,280000.0,левый,8.9,640000
1307,Volkswagen Golf,2011,бензин,1.4,122.0,робот,передний,серый,240000.0,левый,8.7,660000
1308,Kia Optima,2014,бензин,2.4,180.0,автомат,передний,серебристый,93160.0,левый,8.602,1387000
1309,BMW 3-Series,2018,бензин,2.0,184.0,автомат,задний,белый,28677.0,левый,8.8,1647000
1310,Volvo XC40,2021,бензин,2.0,190.0,автомат,4WD,синий,17931.0,левый,8.5,4117281
1311,Volvo XC40,2021,бензин,2.0,190.0,автомат,4WD,серый,18289.0,левый,8.5,4146722
1312,Mercedes-Benz S-Class,2021,бензин,3.0,367.0,автомат,4WD,черный,28336.0,левый,8.602,14304524
1313,Volkswagen Golf,2003,бензин,1.8,150.0,механика,передний,черный,220000.0,левый,8.7,340000
1314,Kia Rio,2019,бензин,1.6,123.0,автомат,передний,коричневый,55700.0,левый,8.7,1350000
1315,Renault Duster,2013,бензин,2.0,135.0,автомат,передний,красный,145422.0,левый,8.3,878000
1316,Toyota Camry,2007,бензин,3.5,277.0,автомат,передний,черный,332000.0,левый,8.8,690000
1317,Renault Sandero,2016,бензин,1.6,102.0,автомат,передний,синий,107754.0,левый,8.2,999000
1318,Mitsubishi Outlander,2016,бензин,2.0,146.0,вариатор,передний,белый,120094.0,левый,8.8,1665000
1319,Ford Focus,2004,бензин,1.6,98.0,механика,передний,красный,218019.0,левый,8.5,255250
1320,Renault Logan,2008,бензин,1.6,87.0,механика,передний,серый,168863.0,левый,8.0,278000
1321,MINI Clubman,2017,бензин,2.0,192.0,автомат,4WD,голубой,70356.0,левый,8.8,2407700
1322,MINI Hatch,2013,бензин,1.6,122.0,автомат,передний,белый,104620.0,левый,8.602,1015000
1323,Jetta VS5,2022,бензин,1.4,150.0,автомат,передний,белый,30.0,левый,8.602,2600000
1324,Volkswagen Golf,2009,бензин,1.6,102.0,робот,передний,голубой,139809.0,левый,8.7,675000
1325,Jetta VS7,2022,бензин,1.4,150.0,автомат,передний,серый,10.0,левый,8.602,2680000
1326,Jetta VS5,2022,бензин,1.4,150.0,автомат,передний,белый,15.0,левый,8.602,2510000
1327,Infiniti M25,2012,бензин,2.5,222.0,автомат,задний,черный,147386.0,левый,8.602,1800000
1328,Lexus ES250,2021,бензин,2.5,200.0,автомат,передний,белый,33682.25,левый,8.602,7990000
1329,BMW 5-Series,2010,дизель,3.0,245.0,автомат,4WD,белый,206678.0,левый,8.9,1650000
1330,Renault Kaptur,2019,бензин,1.6,114.0,вариатор,передний,белый,93410.0,левый,8.7,1095000
1331,Renault Kaptur,2019,бензин,1.6,114.0,вариатор,передний,белый,62850.0,левый,8.7,995000
